pid,minorType_id,standardSegment_id
872,L2-4,L2-IO.b¤
873,L2-5,L2-KA.ab
874,L2-5,L2-S3S.e
875,L2-5,L2-S3F.c¤
876,L2-6,L2-KA.ab
877,L2-6,L2-S3S.e
878,L2-6,L2-S3F.c¤
879,L2-6,L2-VT.c
880,L2-7,L2-KA.cde
881,L2-7,L2-S3E.0abc
882,L2-7,L2-S3E.d
883,L2-7,L2-S3F.0ab
884,L2-8,L2-KA.cde
885,L2-8,L2-S3E.0abc
886,L2-8,L2-S3F.c¤
887,L2-9,L2-KA.cde
888,L2-9,L2-S3E.d
889,L2-9,L2-S3F.c¤
890,L2-10,L2-KA.cde
891,L2-10,L2-S3E.e
892,L2-10,L2-S3F.0ab
893,L2-11,L2-KA.cde
894,L2-11,L2-S3E.0abc
895,L2-11,L2-S3F.c¤
896,L2-11,L2-IO.b¤
897,L2-12,L2-KA.cde
898,L2-12,L2-S3S.e
899,L2-12,L2-S3F.c¤
900,L2-13,L2-KA.fghi
901,L2-13,L2-S3E.0abc
902,L2-13,L2-S3E.d
903,L2-13,L2-S3F.0ab
904,L2-14,L2-KA.fghi
905,L2-14,L2-S3E.0abc
906,L2-14,L2-S3F.c¤
907,L2-15,L2-KA.fghi
908,L2-15,L2-S3E.d
909,L2-15,L2-S3F.c¤
910,L2-16,L2-KA.fghi
911,L2-16,L2-S3E.e
912,L2-16,L2-S3F.0ab
913,L2-17,L2-KA.fghi
914,L2-17,L2-S3E.0abc
915,L2-17,L2-S3E.d
916,L2-17,L2-S3F.0ab
917,L2-17,L2-SE.¤
918,L2-18,L2-KA.fghi
919,L2-18,L2-S3E.0abc
920,L2-18,L2-S3F.c¤
921,L2-18,L2-IO.b¤
922,L2-19,L2-KA.fghi
923,L2-19,L2-S3S.e
924,L2-19,L2-S3F.c¤
925,L3-1,L3-KA.abcde
926,L3-2,L3-KA.fghi
927,L4-1,L4-KA.ab
928,L4-2,L4-KA.cde
929,L4-3,L4-KA.fghi
930,L5-1,L5-KA.cde
931,L5-1,L5-KT.a
932,L5-2,L5-KA.cde
933,L5-2,L5-KT.b
934,L5-3,L5-KA.cde
935,L5-3,L5-KT.c
936,L5-4,L5-KA.fghi
937,L5-4,L5-KT.a
938,L6-1,L6-OM.b
939,L6-2,L6-OM.¤
940,L7-1,L7-HS-L7.A
941,L7-2,L7-HS-L7.B
942,L7-3,L7-HS-L7.C
943,L8-1,L8-HS-L8.A
944,L8-2,L8-HS-L8.B
945,L8-3,L8-HS-L8.C
946,L8-4,L8-HS-L8.D
947,L8-5,L8-HS-L8.E
948,L8-6,L8-HS-L8.F
949,L8-7,L8-HS-L8.G
950,L8-8,L8-HS-L8.H
951,T1-1,T1-OR.0
952,T1-1,T1-HF.+
953,T1-1,T1-KA.ab
954,T1-1,T1-UE.0a
955,T1-2,T1-OR.0
956,T1-2,T1-HF.+
957,T1-2,T1-KA.ab
958,T1-2,T1-UE.bc
959,T1-3,T1-OR.0
960,T1-3,T1-HF.+
961,T1-3,T1-KA.ab
962,T1-3,T1-UE.de
963,T1-4,T1-OR.0
964,T1-4,T1-HF.+
965,T1-4,T1-KA.ab
966,T1-4,T1-UE.fg
967,T1-5,T1-OR.0
968,T1-5,T1-HF.+
969,T1-5,T1-KA.cd
970,T1-5,T1-UE.0a
971,T1-6,T1-OR.0
972,T1-6,T1-HF.+
973,T1-6,T1-KA.cd
974,T1-6,T1-UE.bc
975,T1-7,T1-OR.0
976,T1-7,T1-HF.+
977,T1-7,T1-KA.cd
978,T1-7,T1-UE.de
979,T1-8,T1-OR.0
980,T1-8,T1-HF.+
981,T1-8,T1-KA.cd
982,T1-8,T1-UE.fg
983,T1-9,T1-OR.0
984,T1-9,T1-HF.+
985,T1-9,T1-KA.ef
986,T1-9,T1-UE.0a
987,T1-10,T1-OR.0
988,T1-10,T1-HF.+
989,T1-10,T1-KA.ef
990,T1-10,T1-UE.bc
991,T1-11,T1-OR.0
992,T1-11,T1-HF.+
993,T1-11,T1-KA.ef
994,T1-11,T1-UE.de
995,T1-12,T1-OR.0
996,T1-12,T1-HF.+
997,T1-12,T1-KA.ef
998,T1-12,T1-UE.fg
999,T1-13,T1-OR.0
1000,T1-13,T1-HF.+
1001,T1-13,T1-KA.gh
1002,T1-13,T1-UE.0a
1003,T1-14,T1-OR.0
1004,T1-14,T1-HF.+
1005,T1-14,T1-KA.gh
1006,T1-14,T1-UE.bc
1007,T1-15,T1-OR.0
1008,T1-15,T1-HF.+
1009,T1-15,T1-KA.gh
1010,T1-15,T1-UE.de
1011,T1-16,T1-OR.0
1012,T1-16,T1-HF.+
1013,T1-16,T1-KA.gh
1014,T1-16,T1-UE.fg
1015,T1-17,T1-OR.0
1016,T1-17,T1-HF.+
1017,T1-17,T1-KA.i
1018,T1-17,T1-UE.0a
1019,T1-18,T1-OR.0
1020,T1-18,T1-HF.+
1021,T1-18,T1-KA.i
1022,T1-18,T1-UE.bc
1023,T1-19,T1-OR.0
1024,T1-19,T1-HF.+
1025,T1-19,T1-KA.i
1026,T1-19,T1-UE.de
1027,T1-20,T1-OR.0
1028,T1-20,T1-HF.+
1029,T1-20,T1-KA.i
1030,T1-20,T1-UE.fg
1031,T1-21,T1-OR.ab
1032,T1-21,T1-HF.0ab
1033,T1-21,T1-HF.+
1034,T1-21,T1-KA.ab
1035,T1-21,T1-UE.0a
1036,T1-21,T1-UE.bc
1037,T1-22,T1-OR.ab
1038,T1-22,T1-HF.0ab
1039,T1-22,T1-HF.+
1040,T1-22,T1-KA.ab
1041,T1-22,T1-UE.de
1042,T1-23,T1-OR.ab
1043,T1-23,T1-HF.0ab
1044,T1-23,T1-HF.+
1045,T1-23,T1-KA.ab
1046,T1-23,T1-UE.fg
1047,T1-24,T1-OR.ab
1048,T1-24,T1-HF.0ab
1049,T1-24,T1-HF.+
1050,T1-24,T1-KA.cd
1051,T1-24,T1-UE.0a
1052,T1-24,T1-UE.bc
1053,T1-25,T1-OR.ab
1054,T1-25,T1-HF.0ab
1055,T1-25,T1-HF.+
1056,T1-25,T1-KA.cd
1057,T1-25,T1-UE.de
1058,T1-26,T1-OR.ab
1059,T1-26,T1-HF.0ab
1060,T1-26,T1-HF.+
1061,T1-26,T1-KA.cd
1062,T1-26,T1-UE.fg
1063,T1-27,T1-OR.ab
1064,T1-27,T1-HF.0ab
1065,T1-27,T1-HF.+
1066,T1-27,T1-KA.ef
1067,T1-27,T1-UE.0a
1068,T1-27,T1-UE.bc
1069,T1-28,T1-OR.ab
1070,T1-28,T1-HF.0ab
1071,T1-28,T1-HF.+
1072,T1-28,T1-KA.ef
1073,T1-28,T1-UE.de
1074,T1-29,T1-OR.ab
1075,T1-29,T1-HF.0ab
1076,T1-29,T1-HF.+
1077,T1-29,T1-KA.ef
1078,T1-29,T1-UE.fg
1079,T1-30,T1-OR.ab
1080,T1-30,T1-HF.0ab
1081,T1-30,T1-HF.+
1082,T1-30,T1-KA.gh
1083,T1-30,T1-KA.i
1084,T1-30,T1-UE.0a
1085,T1-30,T1-UE.bc
1086,T1-31,T1-OR.ab
1087,T1-31,T1-HF.0ab
1088,T1-31,T1-HF.+
1089,T1-31,T1-KA.gh
1090,T1-31,T1-KA.i
1091,T1-31,T1-UE.de
1092,T1-32,T1-OR.ab
1093,T1-32,T1-HF.0ab
1094,T1-32,T1-HF.+
1095,T1-32,T1-KA.gh
1096,T1-32,T1-KA.i
1097,T1-32,T1-UE.fg
1098,T1-33,T1-OR.c
1099,T1-33,T1-HF.0ab
1100,T1-33,T1-HF.+
1101,T1-33,T1-KA.ab
1102,T1-33,T1-UE.0a
1103,T1-33,T1-UE.bc
1104,T1-34,T1-OR.c
1105,T1-34,T1-HF.0ab
1106,T1-34,T1-HF.+
1107,T1-34,T1-KA.ab
1108,T1-34,T1-UE.de
1109,T1-34,T1-UE.fg
1110,T1-35,T1-OR.c
1111,T1-35,T1-HF.0ab
1112,T1-35,T1-HF.+
1113,T1-35,T1-KA.cd
1114,T1-35,T1-UE.0a
1115,T1-35,T1-UE.bc
1116,T1-36,T1-OR.c
1117,T1-36,T1-HF.0ab
1118,T1-36,T1-HF.+
1119,T1-36,T1-KA.cd
1120,T1-36,T1-UE.de
1121,T1-36,T1-UE.fg
1122,T1-37,T1-OR.c
1123,T1-37,T1-HF.0ab
1124,T1-37,T1-HF.+
1125,T1-37,T1-KA.ef
1126,T1-37,T1-UE.0a
1127,T1-37,T1-UE.bc
1128,T1-38,T1-OR.c
1129,T1-38,T1-HF.0ab
1130,T1-38,T1-HF.+
1131,T1-38,T1-KA.ef
1132,T1-38,T1-UE.de
1133,T1-38,T1-UE.fg
1134,T1-39,T1-OR.c
1135,T1-39,T1-HF.0ab
1136,T1-39,T1-HF.+
1137,T1-39,T1-KA.gh
1138,T1-39,T1-KA.i
1139,T1-39,T1-UE.0a
1140,T1-39,T1-UE.bc
1141,T1-40,T1-OR.c
1142,T1-40,T1-HF.0ab
1143,T1-40,T1-HF.+
1144,T1-40,T1-KA.gh
1145,T1-40,T1-KA.i
1146,T1-40,T1-UE.de
1147,T1-40,T1-UE.fg
1148,T1-41,T1-OR.0
1149,T1-41,T1-HF.0ab
1150,T1-41,T1-KA.ab
1151,T1-41,T1-UE.0a
1152,T1-42,T1-OR.0
1153,T1-42,T1-HF.0ab
1154,T1-42,T1-KA.ab
1155,T1-42,T1-UE.bc
1156,T1-43,T1-OR.0
1157,T1-43,T1-HF.0ab
1158,T1-43,T1-KA.ab
1159,T1-43,T1-UE.de
1160,T1-44,T1-OR.0
1161,T1-44,T1-HF.0ab
1162,T1-44,T1-KA.ab
1163,T1-44,T1-UE.fg
1164,T1-45,T1-OR.0
1165,T1-45,T1-HF.0ab
1166,T1-45,T1-KA.cd
1167,T1-45,T1-UE.0a
1168,T1-46,T1-OR.0
1169,T1-46,T1-HF.0ab
1170,T1-46,T1-KA.cd
1171,T1-46,T1-UE.bc
1172,T1-47,T1-OR.0
1173,T1-47,T1-HF.0ab
1174,T1-47,T1-KA.cd
1175,T1-47,T1-UE.de
1176,T1-48,T1-OR.0
1177,T1-48,T1-HF.0ab
1178,T1-48,T1-KA.cd
1179,T1-48,T1-UE.fg
1180,T1-49,T1-OR.0
1181,T1-49,T1-HF.0ab
1182,T1-49,T1-KA.ef
1183,T1-49,T1-UE.0a
1184,T1-50,T1-OR.0
1185,T1-50,T1-HF.0ab
1186,T1-50,T1-KA.ef
1187,T1-50,T1-UE.bc
1188,T1-51,T1-OR.0
1189,T1-51,T1-HF.0ab
1190,T1-51,T1-KA.ef
1191,T1-51,T1-UE.de
1192,T1-52,T1-OR.0
1193,T1-52,T1-HF.0ab
1194,T1-52,T1-KA.ef
1195,T1-52,T1-UE.fg
1196,T1-53,T1-OR.0
1197,T1-53,T1-HF.0ab
1198,T1-53,T1-KA.gh
1199,T1-53,T1-UE.0a
1200,T1-54,T1-OR.0
1201,T1-54,T1-HF.0ab
1202,T1-54,T1-KA.gh
1203,T1-54,T1-UE.bc
1204,T1-55,T1-OR.0
1205,T1-55,T1-HF.0ab
1206,T1-55,T1-KA.gh
1207,T1-55,T1-UE.de
1208,T1-56,T1-OR.0
1209,T1-56,T1-HF.0ab
1210,T1-56,T1-KA.gh
1211,T1-56,T1-UE.fg
1212,T1-57,T1-OR.0
1213,T1-57,T1-HF.0ab
1214,T1-57,T1-KA.i
1215,T1-57,T1-UE.0a
1216,T1-58,T1-OR.0
1217,T1-58,T1-HF.0ab
1218,T1-58,T1-KA.i
1219,T1-58,T1-UE.bc
1220,T1-59,T1-OR.0
1221,T1-59,T1-HF.0ab
1222,T1-59,T1-KA.i
1223,T1-59,T1-UE.de
1224,T1-60,T1-OR.0
1225,T1-60,T1-HF.0ab
1226,T1-60,T1-KA.i
1227,T1-60,T1-UE.fg
1228,T1-61,T1-VF.bcdef
1229,T1-61,T1-KA.ab
1230,T1-61,T1-HF.0ab
1231,T1-62,T1-VF.bcdef
1232,T1-62,T1-KA.ab
1233,T1-62,T1-HF.+
1234,T1-63,T1-VF.bcdef
1235,T1-63,T1-KA.cd
1236,T1-63,T1-HF.0ab
1237,T1-64,T1-VF.bcdef
1238,T1-64,T1-KA.cd
1239,T1-64,T1-HF.+
1240,T1-65,T1-VF.bcdef
1241,T1-65,T1-KA.ef
1242,T1-65,T1-HF.0ab
1243,T1-66,T1-VF.bcdef
1244,T1-66,T1-KA.ef
1245,T1-66,T1-HF.+
1246,T1-67,T1-VF.bcdef
1247,T1-67,T1-KA.gh
1248,T1-67,T1-KA.i
1249,T1-67,T1-HF.0ab
1250,T1-68,T1-VF.bcdef
1251,T1-68,T1-KA.gh
1252,T1-68,T1-KA.i
1253,T1-68,T1-HF.+
1254,T1-69,T1-VS.+
1255,T1-69,T1-KA.ab
1256,T1-69,T1-HF.0ab
1257,T1-70,T1-VS.+
1258,T1-70,T1-KA.ab
1259,T1-70,T1-HF.+
1260,T1-71,T1-VS.+
1261,T1-71,T1-KA.cd
1262,T1-71,T1-HF.0ab
1263,T1-72,T1-VS.+
1264,T1-72,T1-KA.cd
1265,T1-72,T1-HF.+
1266,T1-73,T1-VS.+
1267,T1-73,T1-KA.ef
1268,T1-73,T1-HF.0ab
1269,T1-74,T1-VS.+
1270,T1-74,T1-KA.ef
1271,T1-74,T1-HF.+
1272,T1-75,T1-VS.+
1273,T1-75,T1-KA.gh
1274,T1-75,T1-KA.i
1275,T1-75,T1-HF.0ab
1276,T1-76,T1-VS.+
1277,T1-76,T1-KA.gh
1278,T1-76,T1-KA.i
1279,T1-76,T1-HF.+
1280,T1-77,T1-KA.ab
1281,T1-77,T1-KA.cd
1282,T1-77,T1-UE.0a
1283,T1-77,T1-UE.bc
1284,T1-77,T1-LA.ef+
1285,T1-78,T1-KA.ab
1286,T1-78,T1-KA.cd
1287,T1-78,T1-UE.de
1288,T1-78,T1-UE.fg
1289,T1-78,T1-LA.ef+
1290,T1-79,T1-KA.ef
1291,T1-79,T1-KA.gh
1292,T1-79,T1-UE.0a
1293,T1-79,T1-UE.bc
1294,T1-79,T1-LA.ef+
1295,T1-80,T1-KA.ef
1296,T1-80,T1-KA.gh
1297,T1-80,T1-UE.de
1298,T1-80,T1-UE.fg
1299,T1-80,T1-LA.ef+
1300,T1-81,T1-KA.ab
1301,T1-81,T1-KA.cd
1302,T1-81,T1-UE.0a
1303,T1-81,T1-UE.bc
1304,T1-81,T1-UE.de
1305,T1-81,T1-SV.abcd
1306,T1-82,T1-KA.ef
1307,T1-82,T1-KA.gh
1308,T1-82,T1-UE.0a
1309,T1-82,T1-UE.bc
1310,T1-82,T1-UE.de
1311,T1-82,T1-SV.abcd
1312,T1-83,T1-KA.ab
1313,T1-83,T1-KA.cd
1314,T1-83,T1-UE.0a
1315,T1-83,T1-UE.bc
1316,T1-83,T1-UE.de
1317,T1-83,T1-VI.bc
1318,T1-84,T1-KA.ef
1319,T1-84,T1-KA.gh
1320,T1-84,T1-UE.0a
1321,T1-84,T1-UE.bc
1322,T1-84,T1-UE.de
1323,T1-84,T1-VI.bc
1324,T1-85,T1-KA.ab
1325,T1-85,T1-KA.cd
1326,T1-85,T1-KA.ef
1327,T1-85,T1-KA.gh
1328,T1-85,T1-UE.0a
1329,T1-85,T1-UE.bc
1330,T1-85,T1-UE.de
1331,T1-85,T1-NG.bcd¤
1332,T2-1,T2-KA.abc
1333,T2-1,T2-UF.def
1334,T2-2,T2-KA.abc
1335,T2-2,T2-UF.gh
1336,T2-3,T2-KA.de
1337,T2-3,T2-UF.def
1338,T2-4,T2-KA.de
1339,T2-4,T2-UF.gh
1340,T2-5,T2-KA.fg
1341,T2-5,T2-UF.def
1342,T2-6,T2-KA.fg
1343,T2-6,T2-UF.gh
1344,T2-7,T2-KA.hi
1345,T2-7,T2-UF.def
1346,T2-8,T2-KA.hi
1347,T2-8,T2-UF.gh
1348,T3-1,T3-KA.abc
1349,T3-1,T3-UF.bc
1350,T3-2,T3-KA.abc
1351,T3-2,T3-UF.de
1352,T3-3,T3-KA.abc
1353,T3-3,T3-UF.fg
1354,T3-4,T3-KA.de
1355,T3-4,T3-UF.bc
1356,T3-5,T3-KA.de
1357,T3-5,T3-UF.de
1358,T3-6,T3-KA.de
1359,T3-6,T3-UF.fg
1360,T3-7,T3-KA.fg
1361,T3-7,T3-UF.bc
1362,T3-8,T3-KA.fg
1363,T3-8,T3-UF.de
1364,T3-9,T3-KA.fg
1365,T3-9,T3-UF.fg
1366,T3-10,T3-KA.hi
1367,T3-10,T3-UF.bc
1368,T3-11,T3-KA.hi
1369,T3-11,T3-UF.de
1370,T3-12,T3-KA.hi
1371,T3-12,T3-UF.fg
1372,T3-13,T3-KA.de
1373,T3-13,T3-UF.bc
1374,T3-13,T3-KI.bc
1375,T3-14,T3-KA.fg
1376,T3-14,T3-KA.hi
1377,T3-14,T3-UF.bc
1378,T3-14,T3-KI.bc
1379,T5-1,T5-GS.a
1380,T5-1,T5-KA.abc
1381,T5-2,T5-GS.a
1382,T5-2,T5-KA.defg
1383,T5-3,T5-GS.a
1384,T5-3,T5-KA.hi
1385,T5-4,T5-GS.bcd
1386,T5-4,T5-KA.abc
1387,T5-4,T5-KA.defg
1388,T5-5,T5-GS.bcd
1389,T5-5,T5-KA.hi
1390,T5-6,T5-GS.¤
1391,T5-6,T5-KA.abc
1392,T5-6,T5-KA.defg
1393,T5-7,T5-GS.¤
1394,T5-7,T5-KA.hi
1395,T5-8,T5-GS.a
1396,T5-8,T5-KA.abc
1397,T5-8,T5-UE.defg
1398,T5-9,T5-GS.a
1399,T5-9,T5-KA.defg
1400,T5-9,T5-UE.defg
1401,T5-10,T5-GS.a
1402,T5-10,T5-KA.hi
1403,T5-10,T5-UE.defg
1404,T6-1,T6-TV.i
1405,T6-1,T6-KA.bcde
1406,T6-1,T6-VF.0abcde
1407,T6-1,T6-HF.0ab
1408,T6-1,T6-IF.0ab
1409,T6-2,T6-TV.j
1410,T6-2,T6-KA.bcde
1411,T6-2,T6-VF.0abcde
1412,T6-2,T6-HF.0ab
1413,T6-2,T6-IF.0ab
1414,T6-3,T6-TV.k
1415,T6-3,T6-KA.bcde
1416,T6-3,T6-VF.0abcde
1417,T6-3,T6-HF.0ab
1418,T6-3,T6-IF.0ab
1419,T6-4,T6-TV.k
1420,T6-4,T6-KA.fghi
1421,T6-4,T6-VF.0abcde
1422,T6-4,T6-HF.0ab
1423,T6-4,T6-IF.0ab
1424,T6-5,T6-TV.i
1425,T6-5,T6-KA.bcde
1426,T6-5,T6-VF.fgh¤
1427,T6-5,T6-HF.0ab
1428,T6-5,T6-IF.0ab
1429,T6-6,T6-TV.j
1430,T6-6,T6-KA.bcde
1431,T6-6,T6-VF.0abcde
1432,T6-6,T6-HF.+
1433,T6-6,T6-IF.0ab
1434,T6-7,T6-TV.k
1435,T6-7,T6-KA.bcde
1436,T6-7,T6-VF.0abcde
1437,T6-7,T6-HF.0ab
1438,T6-7,T6-IF.¤
1439,T7-1,T7-KA.a
1440,T7-1,T7-SV.ab
1441,T7-2,T7-KA.bc
1442,T7-2,T7-SV.ab
1443,T7-3,T7-KA.de
1444,T7-3,T7-SV.ab
1445,T7-4,T7-KA.bc
1446,T7-4,T7-KA.de
1447,T7-4,T7-SV.cd
1448,T7-5,T7-KA.bc
1449,T7-5,T7-KA.de
1450,T7-5,T7-SV.ef
1451,T7-6,T7-KA.fg
1452,T7-6,T7-SV.ab
1453,T7-7,T7-KA.fg
1454,T7-7,T7-SV.cd
1455,T7-8,T7-KA.hi
1456,T7-8,T7-SV.ab
1457,T7-9,T7-KA.hi
1458,T7-9,T7-SV.cd
1459,T7-10,T7-KA.fg
1460,T7-10,T7-KA.hi
1461,T7-10,T7-SV.ef
1462,T7-11,T7-KA.bc
1463,T7-11,T7-KA.de
1464,T7-11,T7-KA.fg
1465,T7-11,T7-SV.g
1466,T7-12,T7-KA.de
1467,T7-12,T7-SV.ab
1468,T7-12,T7-KI.bc
1469,T7-13,T7-KA.fg
1470,T7-13,T7-SV.ab
1471,T7-13,T7-KI.bc
1472,T7-14,T7-KA.hi
1473,T7-14,T7-SV.ab
1474,T7-14,T7-KI.bc
1475,T8-1,T8-UF.abcd
1476,T8-1,T8-NG.ab
1477,T8-2,T8-UF.abcd
1478,T8-2,T8-NG.cd
1479,T8-3,T8-UF.abcd
1480,T8-3,T8-NG.¤
1481,T8-4,T8-UF.abcd
1482,T8-4,T8-NG.ab
1483,T8-4,T8-KI.bc
1484,T8-5,T8-UF.efgh
1485,T8-5,T8-NG.ab
1486,T9-1,T9-KA.cde
1487,T9-2,T9-KA.fghi
1488,T10-1,T10-VI.0
1489,T10-2,T10-VI.abc
1490,T11-1,T11-S1.de
1491,T11-1,T11-TV.cdefgh
1492,T11-2,T11-S1.de
1493,T11-2,T11-TV.ijk
1494,T11-3,T11-S1.hi
1495,T11-3,T11-TV.cdefgh
1496,T12-1,T12-TV.cd
1497,T12-2,T12-TV.ef
1498,T12-3,T12-TV.gh
1499,T12-4,T12-TV.ijk
1500,T13-1,T13-UE.defg
1501,T13-1,T13-KA.abc
1502,T13-1,T13-S1.b
1503,T13-2,T13-UE.defg
1504,T13-2,T13-KA.abc
1505,T13-2,T13-S1.c
1506,T13-3,T13-UE.defg
1507,T13-3,T13-KA.abc
1508,T13-3,T13-S1.def
1509,T13-4,T13-UE.defg
1510,T13-4,T13-KA.defg
1511,T13-4,T13-S1.b
1512,T13-5,T13-UE.defg
1513,T13-5,T13-KA.defg
1514,T13-5,T13-S1.c
1515,T13-6,T13-UE.defg
1516,T13-6,T13-KA.defg
1517,T13-6,T13-S1.def
1518,T13-7,T13-UE.defg
1519,T13-7,T13-KA.hi
1520,T13-7,T13-S1.b
1521,T13-8,T13-UE.defg
1522,T13-8,T13-KA.hi
1523,T13-8,T13-S1.c
1524,T13-9,T13-UE.defg
1525,T13-9,T13-KA.hi
1526,T13-9,T13-S1.def
1527,T13-10,T13-UE.abc
1528,T13-10,T13-KA.abc
1529,T13-10,T13-S1.b
1530,T13-11,T13-UE.abc
1531,T13-11,T13-KA.abc
1532,T13-11,T13-S1.c
1533,T13-12,T13-UE.abc
1534,T13-12,T13-KA.defg
1535,T13-12,T13-S1.b
1536,T13-13,T13-UE.abc
1537,T13-13,T13-KA.defg
1538,T13-13,T13-S1.c
1539,T13-14,T13-UE.abc
1540,T13-14,T13-KA.hi
1541,T13-14,T13-S1.b
1542,T13-15,T13-UE.abc
1543,T13-15,T13-KA.hi
1544,T13-15,T13-S1.c
1545,T13-16,T13-UE.abc
1546,T13-16,T13-KA.abc
1547,T13-16,T13-KA.defg
1548,T13-16,T13-KA.hi
1549,T13-16,T13-S1.b
1550,T13-16,T13-RU.¤
1551,T13-17,T13-UE.abc
1552,T13-17,T13-KA.abc
1553,T13-17,T13-KA.defg
1554,T13-17,T13-KA.hi
1555,T13-17,T13-S1.c
1556,T13-17,T13-RU.¤
1557,T13-18,T13-UE.abc
1558,T13-18,T13-KA.abc
1559,T13-18,T13-KA.defg
1560,T13-18,T13-KA.hi
1561,T13-18,T13-S1.def
1562,T13-18,T13-RU.¤
1563,T14-1,T14-VI.abc
1564,T14-1,T14-KA.abcde
1565,T14-2,T14-VI.abc
1566,T14-2,T14-KA.fghi
1567,T14-3,T14-VI.¤
1568,T14-3,T14-KA.abcde
1569,T14-3,T14-KA.fghi
1570,T14-3-1,T14-VI.¤
1571,T14-3-1,T14-KA.abcde
1572,T14-3-2,T14-VI.¤
1573,T14-3-2,T14-KA.fghi
1574,T15-1,T15-KA.cde
1575,T15-2,T15-KA.fgh
1576,T16-1,T16-KA.abc
1577,T16-1,T16-KI.0a
1578,T16-2,T16-KA.de
1579,T16-2,T16-KI.0a
1580,T16-3,T16-KA.fg
1581,T16-3,T16-KI.0a
1582,T16-4,T16-KA.hi
1583,T16-4,T16-KI.0a
1584,T16-5,T16-KA.de
1585,T16-5,T16-KI.bc
1586,T16-6,T16-KA.fg
1587,T16-6,T16-KA.hi
1588,T16-6,T16-KI.bc
1589,T16-7,T16-KA.abc
1590,T16-7,T16-KA.de
1591,T16-7,T16-KA.fg
1592,T16-7,T16-KI.0a
1593,T16-7,T16-RU.de
1594,T17-1,T17-S1.0
1595,T17-2,T17-S1.de
1596,T17-3,T17-S1.fg
1597,T17-4,T17-S1.hi
1598,T18-1,T18-S1.cde
1599,T18-1,T18-VF.f
1600,T18-2,T18-S1.fg
1601,T18-2,T18-VF.f
1602,T18-3,T18-S1.hi
1603,T18-3,T18-VF.f
1604,T18-4,T18-S1.cde
1605,T18-4,T18-S1.fg
1606,T18-4,T18-S1.hi
1607,T18-4,T18-VF.gh¤
1608,T18-4-1,T18-S1.cde
1609,T18-4-1,T18-VF.gh¤
1610,T18-4-2,T18-S1.fg
1611,T18-4-2,T18-VF.gh¤
1612,T18-4-3,T18-S1.hi
1613,T18-4-3,T18-VF.gh¤
1614,T18-5,T18-S1.cde
1615,T18-5,T18-VF.f
1616,T18-5,T18-KA.fgh
1617,T18-6,T18-S1.fg
1618,T18-6,T18-VF.f
1619,T18-6,T18-FR.a
1620,T19-1,T19-S1.cd
1621,T19-1,T19-KA.bcde
1622,T19-2,T19-S1.cd
1623,T19-2,T19-KA.fgh
1624,T19-3,T19-S1.h
1625,T20-1,T20-KA.cde
1626,T20-2,T20-KA.fgh
1627,T21-1,T21-SS.a
1628,T21-2,T21-SS.bc
1629,T21-3,T21-SS.d
1630,T21-4,T21-SS.ef
1631,T21-5,T21-SS.gh
1632,T21-6,T21-SS.i
1633,T21-7,T21-SS.ef
1634,T21-7,T21-SS.gh
1635,T21-7,T21-VI.¤
1636,T21-8,T21-SS.gh
1637,T21-8,T21-SS.i
1638,T21-8,T21-VM.b
1639,T22-1,T22-KA.bcde
1640,T22-1,T22-SV.0
1641,T22-2,T22-KA.bcde
1642,T22-2,T22-SV.ab
1643,T22-3,T22-KA.fgh
1644,T22-3,T22-SV.0
1645,T22-4,T22-KA.fgh
1646,T22-4,T22-SV.ab
1647,T24-1,T24-VF.cd
1648,T24-2,T24-VF.e
1649,T24-3,T24-VF.f
1650,T25-1,T25-S1.0
1651,T25-2,T25-S1.de
1652,T25-3,T25-S1.fg
1653,T25-4,T25-S1.hi
1654,T26-1,T26-SV.0
1655,T26-1,T26-VM.0a
1656,T26-2,T26-SV.0
1657,T26-2,T26-VM.b
1658,T26-3,T26-SV.abcd
1659,T26-3,T26-VM.0a
1660,T26-4,T26-SV.abcd
1661,T26-4,T26-VM.b
1662,T26-5,T26-LA.0ab
1663,T26-5,T26-S1.cd
1664,T26-6,T26-LA.0ab
1665,T26-6,T26-S1.efg
1666,T26-7,T26-LA.0ab
1667,T26-7,T26-S1.hi
1668,T27-1,T27-SV.0
1669,T27-1,T27-KA.abcde
1670,T27-2,T27-SV.abcdef
1671,T27-2,T27-KA.abcde
1672,T27-3,T27-SV.0
1673,T27-3,T27-KA.fghi
1674,T27-4,T27-SV.abcdef
1675,T27-4,T27-KA.fghi
1676,T27-5,T27-SV.g
1677,T27-5,T27-KA.abcde
1678,T27-5,T27-KA.fghi
1679,T27-6,T27-SV.0
1680,T27-6,T27-KA.abcde
1681,T27-6,T27-VI.bc
1682,T27-7,T27-SV.0
1683,T27-7,T27-KA.fghi
1684,T27-7,T27-VI.bc
1685,T27-8,T27-LA.0abcd
1686,T28-1,T28-KA.abc
1687,T28-2,T28-KA.defg
1688,T28-3,T28-KA.hi
1689,T29-1,T29-TV.l+
1690,T29-1,T29-S1.c
1691,T29-1,T29-LA.0ab
1692,T29-2,T29-TV.l+
1693,T29-2,T29-S1.c
1694,T29-2,T29-LA.cdef
1695,T29-3,T29-TV.l+
1696,T29-3,T29-S1.de
1697,T29-3,T29-LA.0ab
1698,T29-4,T29-TV.l+
1699,T29-4,T29-S1.de
