pid,_id,majorTypeLEC_id,order,detail_id,lec_id,majorType_id,selected
876,L4-S3S.0,L4-S3S,0.0,,S3S,L-4,1.0
877,L4-S3S.e,L4-S3S,1.0,,S3S,L-4,0.0
878,L4-IO.0a,L4-IO,0.0,,IO,L-4,1.0
879,L4-IO.b¤,L4-IO,1.0,,IO,L-4,0.0
880,L4-IF.0,L4-IF,0.0,,IF,L-4,1.0
881,L4-IF.ab,L4-IF,1.0,,IF,L-4,0.0
882,M14-DL.0,M14-DL,0.0,,DL,M-14,1.0
883,M14-DL.abcd,M14-DL,1.0,,DL,M-14,0.0
884,M14-DL.e+,M14-DL,2.0,,DL,M-14,0.0
885,M14-VF.0abcd,M14-VF,0.0,,VF,M-14,1.0
886,M14-VF.efgh¤,M14-VF,1.0,,VF,M-14,0.0
887,M14-SA.abc,M14-SA,0.0,,SA,M-14,1.0
888,M14-SA.def,M14-SA,1.0,,SA,M-14,0.0
889,T5-GS.a,T5-GS,0.0,,GS,T-5,1.0
890,T5-GS.bcd,T5-GS,1.0,,GS,T-5,0.0
891,T5-GS.¤,T5-GS,2.0,,GS,T-5,0.0
892,T5-KA.abc,T5-KA,0.0,,KA,T-5,1.0
893,T5-KA.defg,T5-KA,1.0,,KA,T-5,0.0
894,T5-KA.hi,T5-KA,2.0,,KA,T-5,0.0
895,T5-UE.0abc,T5-UE,0.0,,UE,T-5,1.0
896,T5-UE.defg,T5-UE,1.0,,UE,T-5,0.0
897,T5-BK.0,T5-BK,0.0,,BK,T-5,1.0
898,T5-BK.a,T5-BK,1.0,,BK,T-5,0.0
899,T5-BK.b,T5-BK,2.0,,BK,T-5,0.0
900,T5-BK.c,T5-BK,3.0,,BK,T-5,0.0
901,T5-LA.0abcd,T5-LA,0.0,,LA,T-5,1.0
902,T5-LA.ef+,T5-LA,1.0,,LA,T-5,0.0
903,T45-HI.gh,T45-HI,0.0,,HI,T-45,1.0
904,T45-HI.hi,T45-HI,1.0,,HI,T-45,0.0
905,T45-HI.j,T45-HI,2.0,,HI,T-45,0.0
906,T45-SP.0,T45-SP,0.0,,SP,T-45,1.0
907,T45-SP.a,T45-SP,1.0,,SP,T-45,0.0
908,T45-KA.cde,T45-KA,0.0,,KA,T-45,1.0
909,T45-KA.fgh,T45-KA,1.0,,KA,T-45,0.0
910,T45-S1.0,T45-S1,0.0,,S1,T-45,1.0
911,T45-S1.efg,T45-S1,1.0,,S1,T-45,0.0
912,T45-S1.hi,T45-S1,2.0,,S1,T-45,0.0
913,T45-VM.a0,T45-VM,0.0,,VM,T-45,1.0
914,T45-VM.b,T45-VM,1.0,,VM,T-45,0.0
915,F3-FK.a,F3-FK,0.0,,FK,F-3,1.0
916,F3-FK.b,F3-FK,1.0,,FK,F-3,0.0
917,F3-FK.c,F3-FK,2.0,,FK,F-3,0.0
918,F3-FK.d,F3-FK,3.0,,FK,F-3,0.0
919,F3-FK.e,F3-FK,4.0,,FK,F-3,0.0
920,T28-KA.abc,T28-KA,0.0,,KA,T-28,1.0
921,T28-KA.defg,T28-KA,1.0,,KA,T-28,0.0
922,T28-KA.hi,T28-KA,2.0,,KA,T-28,0.0
923,T18-S1.cde,T18-S1,0.0,,S1,T-18,1.0
924,T18-S1.fg,T18-S1,1.0,,S1,T-18,0.0
925,T18-S1.hi,T18-S1,2.0,,S1,T-18,0.0
926,T18-VF.f,T18-VF,0.0,,VF,T-18,1.0
927,T18-VF.gh¤,T18-VF,1.0,,VF,T-18,0.0
928,T18-KA.bcde,T18-KA,0.0,,KA,T-18,1.0
929,T18-KA.fgh,T18-KA,1.0,,KA,T-18,0.0
930,T18-FR.0,T18-FR,0.0,,FR,T-18,1.0
931,T18-FR.a,T18-FR,1.0,,FR,T-18,0.0
932,T18-IF.0,T18-IF,0.0,,IF,T-18,1.0
933,T18-IF.ab,T18-IF,1.0,,IF,T-18,0.0
934,T18-KI.0a,T18-KI,0.0,,KI,T-18,1.0
935,T18-KI.bc,T18-KI,1.0,,KI,T-18,0.0
936,T18-HI.0,T18-HI,0.0,,HI,T-18,1.0
937,T18-HI.a,T18-HI,1.0,,HI,T-18,0.0
938,V5-JV.a,V5-JV,0.0,,JV,V-5,1.0
939,V5-JV.b,V5-JV,1.0,,JV,V-5,0.0
940,H2-SM.a,H2-SM,0.0,,SM,H-2,1.0
941,H2-SM.bc,H2-SM,1.0,,SM,H-2,0.0
942,H2-SM.def,H2-SM,2.0,,SM,H-2,0.0
943,H2-SM.gh,H2-SM,3.0,,SM,H-2,0.0
944,H2-SM.i,H2-SM,4.0,,SM,H-2,0.0
945,H2-SM.¤,H2-SM,5.0,,SM,H-2,0.0
946,H2-SA.abc,H2-SA,0.0,,SA,H-2,1.0
947,H2-SA.def,H2-SA,1.0,,SA,H-2,0.0
948,M11-DM.0,M11-DM,0.0,,DM,M-11,1.0
949,M11-DM.a,M11-DM,1.0,,DM,M-11,0.0
950,M11-DM.bcdef,M11-DM,2.0,,DM,M-11,0.0
951,M11-KI.e,M11-KI,0.0,,KI,M-11,1.0
952,M11-KI.¤,M11-KI,1.0,,KI,M-11,0.0
953,M11-KT.d,M11-KT,0.0,,KT,M-11,1.0
954,M11-KT.e,M11-KT,1.0,,KT,M-11,0.0
955,T37-HS-T37.A,HS-T37,0.0,,HS-T37,T-37,1.0
956,T37-HS-T37.B,HS-T37,1.0,,HS-T37,T-37,0.0
957,T37-HS-T37.C,HS-T37,2.0,,HS-T37,T-37,0.0
958,L1-KA.abc,L1-KA,0.0,,KA,L-1,1.0
959,L1-KA.def,L1-KA,1.0,,KA,L-1,0.0
960,L1-KA.ghi,L1-KA,2.0,,KA,L-1,0.0
961,L1-VF.0abcde,L1-VF,0.0,,VF,L-1,1.0
962,L1-VF.fgh¤,L1-VF,1.0,,VF,L-1,0.0
963,L1-HU.0,L1-HU,0.0,,HU,L-1,1.0
964,L1-HU.abcd,L1-HU,1.0,,HU,L-1,0.0
965,L1-DL.ab,L1-DL,0.0,,DL,L-1,1.0
966,L1-DL.c,L1-DL,1.0,,DL,L-1,0.0
967,L1-IF.0,L1-IF,0.0,,IF,L-1,1.0
968,L1-IF.ab,L1-IF,1.0,,IF,L-1,0.0
969,L6-OM.b,L6-OM,0.0,,OM,L-6,1.0
970,L6-OM.¤,L6-OM,1.0,,OM,L-6,0.0
971,L6-KA.abcde,L6-KA,0.0,,KA,L-6,1.0
972,L6-KA.fghi,L6-KA,1.0,,KA,L-6,0.0
