pid,_id,minorType_id,mappingScale_id,detail_id,is_implemented
1693,T45-C-2,T45-3,5000,minor_type_scaled_T45-C-2,2
1694,M1-10,M1-10,500,minor_type_M1-10,2
1695,M4-D-1,M4-1,10000,minor_type_M4-1,2
1696,T1-74,T1-74,500,minor_type_T1-74,2
1697,T2-C-8,T2-8,5000,minor_type_scaled_T2-C-8,2
1698,T7-13,T7-13,500,minor_type_T7-13,2
1699,H4-B-4,H4-4,2500,minor_type_H4-4,2
1700,T35-E-2,T35-3,20000,minor_type_scaled_T35-C-2,2
1701,T35-E-2,T35-2,20000,,2
1702,T18-B-3,T18-3,2500,minor_type_scaled_T18-C-1,2
1703,M10-E-1,M10-1,20000,minor_type_M10-1,2
1704,T33-1,T33-1,500,minor_type_T33-1,2
1705,M10-D-4,M10-4,10000,minor_type_M10-4,2
1706,T13-D-6,T13-9,10000,minor_type_scaled_T13-C-9,2
1707,M5-D-21,M5-21,10000,minor_type_M5-21,2
1708,V12-C-2,V12-2,5000,minor_type_scaled_V12-C-2,2
1709,M4-B-7,M4-7,2500,minor_type_M4-7,2
1710,T1-D-12,T1-82,10000,minor_type_scaled_T1-C-12,2
1711,T32-21,T32-21,500,minor_type_T32-21,2
1712,V8-B-3,V8-3,2500,minor_type_scaled_V8-C-3,2
1713,M1-11,M1-11,500,minor_type_M1-11,2
1714,L4-B-2,L4-2,2500,minor_type_L4-2,2
1715,L1-B-2,L1-2,2500,minor_type_L1-2,2
1716,M12-7,M12-7,500,minor_type_M12-7,2
1717,T13-D-2,T13-3,10000,minor_type_scaled_T13-C-3,2
1718,T12-D-1,T12-1,10000,,2
1719,T12-D-1,T12-2,10000,minor_type_scaled_T12-C-1,2
1720,M1-D-25,M1-25,10000,minor_type_M1-25,2
1721,M1-E-18,M1-18,20000,minor_type_M1-18,2
1722,M2-C-12,M2-12,5000,minor_type_M2-12,2
1723,H1-B-3,H1-3,2500,minor_type_H1-3,2
1724,T13-B-9,T13-9,2500,minor_type_scaled_T13-C-9,2
1725,V1-7,V1-7,500,minor_type_V1-7,2
1726,T1-7,T1-7,500,minor_type_T1-7,2
1727,M3-E-1,M3-1,20000,minor_type_M3-1,2
1728,M7-B-2,M7-2,2500,minor_type_M7-2,2
1729,T34-B-4,T34-4,2500,minor_type_scaled_T34-C-3,2
1730,T35-D-3,T35-4,10000,minor_type_scaled_T35-C-3,2
1731,V8-E-1,V8-1,20000,minor_type_scaled_V8-C-1,2
1732,T2-C-7,T2-7,5000,minor_type_scaled_T2-C-7,2
1733,T7-C-14,T7-14,5000,minor_type_scaled_T7-C-14,2
1734,M1-1,M1-1,500,minor_type_M1-1,2
1735,T17-C-3,T17-4,5000,minor_type_scaled_T17-C-3,2
1736,T1-65,T1-65,500,minor_type_T1-65,2
1737,H2-E-6,H2-6,20000,minor_type_H2-6,2
1738,L2-C-3,L2-3,5000,minor_type_L2-3,2
1739,M3-E-9,M3-9,20000,minor_type_M3-9,2
1740,M4-E-32,M4-32,20000,minor_type_M4-32,2
1741,M5-B-36,M5-36,2500,minor_type_M5-36,2
1742,T3-C-10,T3-10,5000,minor_type_scaled_T3-C-10,2
1743,L5-3,L5-3,500,minor_type_L5-3,2
1744,M13-C-3,M13-3,5000,minor_type_M13-3,2
1745,T1-34,T1-34,500,minor_type_T1-34,2
1746,T31-C-10,T31-10,5000,minor_type_scaled_T31-C-10,2
1747,T31-C-4,T31-4,5000,minor_type_scaled_T31-C-4,2
1748,M11-C-7,M11-7,5000,minor_type_M11-7,2
1749,V11-2,V11-2,500,minor_type_V11-2,2
1750,T9-C-2,T9-2,5000,minor_type_scaled_T9-C-2,2
1751,L8-7,L8-7,500,minor_type_L8-7,2
1752,V5-2,V5-2,500,minor_type_V5-2,2
1753,V6-C-7,V6-7,5000,minor_type_scaled_V6-C-7,2
1754,M7-1,M7-1,500,minor_type_M7-1,2
1755,T1-82,T1-82,500,minor_type_T1-82,2
1756,V1-C-1,V1-4,5000,,2
1757,V1-C-1,V1-2,5000,minor_type_scaled_V1-C-1,2
1758,V1-C-1,V1-1,5000,,2
1759,V1-C-1,V1-5,5000,,2
1760,V1-C-1,V1-3,5000,,2
1761,L2-1,L2-1,500,minor_type_L2-1,2
1762,L6-1,L6-1,500,minor_type_L6-1,2
1763,L5-B-2,L5-2,2500,minor_type_L5-2,2
1764,T31-E-5,T31-14,20000,minor_type_scaled_T31-C-14,2
1765,T31-E-5,T31-7,20000,minor_type_scaled_T31-C-10,2
1766,T31-E-5,T31-10,20000,minor_type_scaled_T31-C-7,2
1767,L5-C-2,L5-2,5000,minor_type_L5-2,2
1768,T1-13,T1-13,500,minor_type_T1-13,2
1769,T30-E-1,T30-7,20000,minor_type_scaled_T30-C-3,2
1770,T30-E-1,T30-4,20000,minor_type_scaled_T30-C-1,2
1771,T30-E-1,T30-6,20000,minor_type_scaled_T30-C-2,2
1772,T30-E-1,T30-5,20000,,2
1773,T30-E-1,T30-3,20000,minor_type_scaled_T30-C-4,2
1774,T30-E-1,T30-1,20000,,2
1775,T30-E-1,T30-2,20000,,2
1776,V3-C-2,V3-6,5000,minor_type_scaled_V3-C-2,2
1777,T26-B-5,T26-5,2500,minor_type_scaled_T26-C-3,2
1778,T3-D-5,T3-5,10000,minor_type_scaled_T3-C-5,2
1779,T3-D-5,T3-6,10000,minor_type_scaled_T3-C-6,2
1780,T17-B-3,T17-3,2500,,2
1781,T17-B-3,T17-2,2500,minor_type_scaled_T17-C-2,2
1782,T31-E-1,T31-1,20000,minor_type_scaled_T31-C-1,2
1783,M3-B-5,M3-5,2500,minor_type_M3-5,2
1784,H2-E-2,H2-2,20000,minor_type_H2-2,2
1785,T16-E-1,T16-7,20000,minor_type_scaled_T16-C-4,2
1786,T16-E-1,T16-2,20000,minor_type_scaled_T16-C-5,2
1787,T16-E-1,T16-5,20000,minor_type_scaled_T16-C-1,2
1788,T16-E-1,T16-3,20000,minor_type_scaled_T16-C-7,2
1789,T16-E-1,T16-1,20000,minor_type_scaled_T16-C-6,2
1790,T16-E-1,T16-6,20000,minor_type_scaled_T16-C-2,2
1791,T16-E-1,T16-4,20000,minor_type_scaled_T16-C-3,2
1792,M4-B-22,M4-22,2500,minor_type_M4-22,2
1793,M5-D-16,M5-16,10000,minor_type_M5-16,2
1794,V6-C-3,V6-3,5000,minor_type_scaled_V6-C-3,2
1795,T12-3,T12-3,500,minor_type_T12-3,2
1796,T31-C-9,T31-9,5000,minor_type_scaled_T31-C-9,2
1797,M5-34,M5-34,500,minor_type_M5-34,2
1798,T36-1,T36-1,500,minor_type_T36-1,2
1799,L5-B-1,L5-1,2500,minor_type_L5-1,2
1800,M11-B-7,M11-7,2500,minor_type_M11-7,2
1801,T25-D-3,T25-4,10000,minor_type_scaled_T25-C-3,2
1802,M2-E-4,M2-4,20000,minor_type_M2-4,2
1803,L3-2,L3-2,500,minor_type_L3-2,2
1804,M4-D-42,M4-42,10000,minor_type_M4-42,2
1805,M5-C-20,M5-20,5000,minor_type_M5-20,2
1806,T1-56,T1-56,500,minor_type_T1-56,2
1807,T4-E-4,T4-9,20000,,2
1808,T4-E-4,T4-13,20000,,2
1809,T7-B-14,T7-14,2500,minor_type_scaled_T7-C-14,2
1810,F4-C-3,F4-3,5000,minor_type_F4-3,2
1811,T29-B-4,T29-2,2500,,2
1812,T29-B-4,T29-10,2500,minor_type_scaled_T29-C-2,2
1813,T29-B-4,T29-4,2500,,2
1814,T-D-11,T1-81,10000,minor_type_scaled_T1-C-11,2
1815,T34-E-1,T34-3,20000,minor_type_scaled_T34-C-2,2
1816,T34-E-1,T34-11,20000,,2
1817,T34-E-1,T34-2,20000,minor_type_scaled_T34-C-1,2
1818,T34-E-1,T34-1,20000,,2
1819,F1-6,F1-6,500,minor_type_F1-6,2
1820,M13-E-3,M13-3,20000,minor_type_M13-3,2
1821,T4-C-2,T4-2,5000,minor_type_T4-2,2
1822,T26-7,T26-7,500,minor_type_T26-7,2
1823,M3-E-4,M3-4,20000,minor_type_M3-4,2
1824,M7-E-2,M7-2,20000,minor_type_M7-2,2
1825,T15-B-1,T15-1,2500,minor_type_scaled_T15-C-1,2
1826,T36-B-1,T36-1,2500,minor_type_scaled_T36-C-1,2
1827,T1-C-7,T1-14,5000,minor_type_scaled_T1-C-7,2
1828,T1-C-7,T1-13,5000,,2
1829,T1-C-7,T1-39,5000,,2
1830,T1-C-7,T1-53,5000,,2
1831,T1-C-7,T1-17,5000,,2
1832,T1-C-7,T1-18,5000,,2
1833,T1-C-7,T1-30,5000,,2
1834,T1-C-7,T1-58,5000,,2
1835,T1-C-7,T1-54,5000,,2
1836,T1-C-7,T1-68,5000,,2
1837,T1-C-7,T1-76,5000,,2
1838,T1-C-7,T1-67,5000,,2
1839,T1-C-7,T1-75,5000,,2
1840,T1-C-7,T1-57,5000,,2
1841,T19-C-2,T19-3,5000,,2
1842,T19-C-2,T19-2,5000,minor_type_scaled_T19-C-2,2
1843,T4-B-12,T4-12,2500,minor_type_T4-12,2
1844,T34-10,T34-10,500,minor_type_T34-10,2
1845,F1-1,F1-1,500,minor_type_F1-1,2
1846,M4-D-23,M4-23,10000,minor_type_M4-23,2
1847,M2-18,M2-18,500,minor_type_M2-18,2
1848,M1-D-9,M1-9,10000,minor_type_M1-9,2
1849,M4-D-19,M4-19,10000,minor_type_M4-19,2
1850,V11-B-2,V11-2,2500,minor_type_scaled_V11-C-2,2
1851,T32-E-1,T32-2,20000,minor_type_scaled_T32-C-11,2
1852,T32-E-1,T32-1,20000,minor_type_scaled_T32-C-12,2
1853,T32-E-1,T32-13,20000,minor_type_scaled_T32-C-1,2
1854,T32-E-1,T32-14,20000,minor_type_scaled_T32-C-2,2
1855,M1-C-11,M1-11,5000,minor_type_M1-11,2
1856,T4-C-10,T4-10,5000,minor_type_T4-10,2
1857,T29-6,T29-6,500,minor_type_T29-6,2
1858,L7-E-1,L7-1,20000,minor_type_L7-1,2
1859,T39-B-7,T39-7,2500,minor_type_scaled_T39-C-4,2
1860,T39-B-7,T39-8,2500,,2
1861,T31-C-1,T31-1,5000,minor_type_scaled_T31-C-1,2
1862,T4-B-1,T4-1,2500,minor_type_T4-1,2
1863,T26-D-1,T26-4,10000,minor_type_scaled_T26-C-1,2
1864,T26-D-1,T26-1,10000,,2
1865,T26-D-1,T26-2,10000,minor_type_scaled_T26-C-2,2
1866,T26-D-1,T26-3,10000,,2
1867,T28-3,T28-3,500,minor_type_T28-3,2
1868,H4-B-3,H4-3,2500,minor_type_H4-3,2
1869,T14-D-1,T14-1,10000,,2
1870,T14-D-1,T14-3-1,10000,minor_type_scaled_T14-C-1,2
1871,M5-E-33,M5-33,20000,minor_type_M5-33,2
1872,V1-C-6,V1-23,5000,,2
1873,V1-C-6,V1-24,5000,minor_type_scaled_V1-C-6,2
1874,V9-D-1,V9-1,10000,minor_type_scaled_V9-C-1,2
1875,F2-C-10,F2-10,5000,minor_type_F2-10,2
1876,T27-C-8,T27-7,5000,minor_type_scaled_T27-C-7,2
1877,V1-6,V1-6,500,minor_type_V1-6,2
1878,M3-B-7,M3-7,2500,minor_type_M3-7,2
1879,T8-B-3,T8-4,2500,minor_type_scaled_T8-C-2,2
1880,V1-4,V1-4,500,minor_type_V1-4,2
1881,M4-B-17,M4-17,2500,minor_type_M4-17,2
1882,M1-C-20,M1-20,5000,minor_type_M1-20,2
1883,T32-B-3,T32-3,2500,minor_type_scaled_T32-C-3,2
1884,T3-C-4,T3-4,5000,minor_type_scaled_T3-C-4,2
1885,T5-8,T5-8,500,minor_type_T5-8,2
1886,T27-C-1,T27-1,5000,minor_type_scaled_T27-C-1,2
1887,F1-B-2,F1-2,2500,minor_type_F1-2,2
1888,T8-5,T8-5,500,minor_type_T8-5,2
1889,T31-10,T31-10,500,minor_type_T31-10,2
1890,M4-C-34,M4-34,5000,minor_type_M4-34,2
1891,M2-C-7,M2-7,5000,minor_type_M2-7,2
1892,T37-E-3,T37-3,20000,minor_type_scaled_T37-C-3,2
1893,F2-C-19,F2-19,5000,minor_type_F2-19,2
1894,M4-D-35,M4-35,10000,minor_type_M4-35,2
1895,M4-C-25,M4-25,5000,minor_type_M4-25,2
1896,V2-B-1,V2-1,2500,,2
1897,V2-B-1,V2-2,2500,minor_type_scaled_V2-C-1,2
1898,L7-C-1,L7-1,5000,minor_type_L7-1,2
1899,T32-B-17,T32-17,2500,minor_type_scaled_T32-C-15,2
1900,T4-16,T4-16,500,minor_type_T4-16,2
1901,T2-C-6,T2-6,5000,minor_type_scaled_T2-C-6,2
1902,T6-E-1,T6-6,20000,,2
1903,T6-E-1,T6-3,20000,minor_type_scaled_T6-C-1,2
1904,T6-E-1,T6-1,20000,,2
1905,T6-E-1,T6-2,20000,,2
1906,T6-E-1,T6-5,20000,,2
1907,T6-E-1,T6-7,20000,,2
1908,M11-C-6,M11-6,5000,minor_type_M11-6,2
1909,M5-D-26,M5-26,10000,minor_type_M5-26,2
1910,T1-C-4,T1-47,5000,minor_type_scaled_T1-C-4,2
1911,T1-C-4,T1-36,5000,,2
1912,T1-C-4,T1-7,5000,,2
1913,T1-C-4,T1-25,5000,,2
1914,T1-C-4,T1-26,5000,,2
1915,T1-C-4,T1-8,5000,,2
1916,T1-C-4,T1-48,5000,,2
1917,T32-11,T32-11,500,minor_type_T32-11,2
1918,M11-B-5,M11-5,2500,minor_type_M11-5,2
1919,T17-E-1,T17-1,20000,minor_type_scaled_T17-C-1,2
1920,V8-B-1,V8-1,2500,minor_type_scaled_V8-C-1,2
1921,M5-C-23,M5-23,5000,minor_type_M5-23,2
1922,V10-D-1,V10-1,10000,minor_type_scaled_V10-C-1,2
1923,F4-3,F4-3,500,minor_type_F4-3,2
1924,M3-C-15,M3-15,5000,minor_type_M3-15,2
1925,L5-D-2,L5-2,10000,minor_type_L5-2,2
1926,T4-E-3,T4-18,20000,,2
1927,T4-E-3,T4-8,20000,,2
1928,T4-E-3,T4-4,20000,,2
1929,T4-E-3,T4-7,20000,,2
1930,T4-E-3,T4-3,20000,,2
1931,T4-E-3,T4-19,20000,,2
1932,T1-61,T1-61,500,minor_type_T1-61,2
1933,T32-D-8,T32-7,10000,minor_type_scaled_T32-C-20,2
1934,T32-D-8,T32-8,10000,minor_type_scaled_T32-C-21,2
1935,F2-B-3,F2-3,2500,minor_type_F2-3,2
1936,T1-66,T1-66,500,minor_type_T1-66,2
1937,T4-C-15,T4-15,5000,minor_type_T4-15,2
1938,M4-C-39,M4-39,5000,minor_type_M4-39,2
1939,M10-E-2,M10-2,20000,minor_type_M10-2,2
1940,M10-4,M10-4,500,minor_type_M10-4,2
1941,M5-C-10,M5-10,5000,minor_type_M5-10,2
1942,T3-D-4,T3-3,10000,minor_type_scaled_T3-C-3,2
1943,T3-D-4,T3-2,10000,minor_type_scaled_T3-C-2,2
1944,L8-C-4,L8-4,5000,minor_type_L8-4,2
1945,L8-B-8,L8-8,2500,minor_type_L8-8,2
1946,T18-2,T18-2,500,minor_type_T18-2,2
1947,V2-6,V2-6,500,minor_type_V2-6,2
1948,F2-19,F2-19,500,minor_type_F2-19,2
1949,M4-13,M4-13,500,minor_type_M4-13,2
1950,L8-3,L8-3,500,minor_type_L8-3,2
1951,M4-1,M4-1,500,minor_type_M4-1,2
1952,H1-B-4,H1-4,2500,minor_type_H1-4,2
1953,V6-C-9,V6-9,5000,minor_type_scaled_V6-C-9,2
1954,M7-D-1,M7-1,10000,minor_type_M7-1,2
1955,M3-B-17,M3-17,2500,minor_type_M3-17,2
1956,T32-17,T32-17,500,minor_type_T32-17,2
1957,L1-3,L1-3,500,minor_type_L1-3,2
1958,M1-D-29,M1-29,10000,minor_type_M1-29,2
1959,M5-D-1,M5-1,10000,minor_type_M5-1,2
1960,T13-15,T13-15,500,minor_type_T13-15,2
1961,M1-B-18,M1-18,2500,minor_type_M1-18,2
1962,M2-E-11,M2-11,20000,minor_type_M2-11,2
1963,M5-16,M5-16,500,minor_type_M5-16,2
1964,T45-3,T45-3,500,minor_type_T45-3,2
1965,M13-C-2,M13-2,5000,minor_type_M13-2,2
1966,T32-B-15,T32-15,2500,minor_type_scaled_T32-C-13,2
1967,F2-8,F2-8,500,minor_type_F2-8,2
1968,M3-10,M3-10,500,minor_type_M3-10,2
1969,T23-E-1,T23-1,20000,minor_type_scaled_T23-C-1,2
1970,M4-D-29,M4-29,10000,minor_type_M4-29,2
1971,M4-7,M4-7,500,minor_type_M4-7,2
1972,F1-B-3,F1-3,2500,minor_type_F1-3,2
1973,T30-4,T30-4,500,minor_type_T30-4,2
1974,V1-8,V1-8,500,minor_type_V1-8,2
1975,T1-C-5,T1-10,5000,,2
1976,T1-C-5,T1-27,5000,minor_type_scaled_T1-C-5,2
1977,T1-C-5,T1-66,5000,,2
1978,T1-C-5,T1-37,5000,,2
1979,T1-C-5,T1-50,5000,,2
1980,T1-C-5,T1-74,5000,,2
1981,T1-C-5,T1-73,5000,,2
1982,T1-C-5,T1-65,5000,,2
1983,T1-C-5,T1-9,5000,,2
1984,T1-C-5,T1-49,5000,,2
1985,T1-28,T1-28,500,minor_type_T1-28,2
1986,T21-6,T21-6,500,minor_type_T21-6,2
1987,H2-B-6,H2-6,2500,minor_type_H2-6,2
1988,L8-B-3,L8-3,2500,minor_type_L8-3,2
1989,M10-B-4,M10-4,2500,minor_type_M10-4,2
1990,L8-1,L8-1,500,minor_type_L8-1,2
1991,V9-B-3,V9-3,2500,minor_type_scaled_V9-C-3,2
1992,T24-C-2,T24-2,5000,minor_type_scaled_T24-C-1,2
1993,T24-C-2,T24-3,5000,,2
1994,V1-21,V1-21,500,minor_type_V1-21,2
1995,T5-B-1,T5-2,2500,,2
1996,T5-B-1,T5-4,2500,minor_type_scaled_T5-C-1,2
1997,T5-B-1,T5-1,2500,,2
1998,F1-D-4,F1-4,10000,minor_type_F1-4,2
1999,M3-B-6,M3-6,2500,minor_type_M3-6,2
2000,M4-E-29,M4-29,20000,minor_type_M4-29,2
2001,M2-E-19,M2-19,20000,minor_type_M2-19,2
2002,M5-C-32,M5-32,5000,minor_type_M5-32,2
2003,T2-7,T2-7,500,minor_type_T2-7,2
2004,T37-E-1,T37-1,20000,minor_type_scaled_T37-C-1,2
2005,M15-C-1,M15-1,5000,minor_type_M15-1,2
2006,V1-B-4,V1-6,2500,,2
2007,V1-B-4,V1-7,2500,minor_type_scaled_V1-C-2,2
2008,V1-B-4,V1-8,2500,,2
2009,V1-B-4,V1-9,2500,,2
2010,F2-E-6,F2-6,20000,minor_type_F2-6,2
2011,M4-E-7,M4-7,20000,minor_type_M4-7,2
2012,M9-E-6,M9-6,20000,minor_type_M9-6,2
2013,V2-B-5,V2-6,2500,,2
2014,V2-B-5,V2-5,2500,minor_type_scaled_V2-C-3,2
2015,V2-B-5,V2-8,2500,,2
2016,M4-E-13,M4-13,20000,minor_type_M4-13,2
2017,M12-C-5,M12-5,5000,minor_type_M12-5,2
2018,M9-5,M9-5,500,minor_type_M9-5,2
2019,M5-C-37,M5-37,5000,minor_type_M5-37,2
2020,T27-D-1,T27-1,10000,minor_type_scaled_T27-C-2,2
2021,T27-D-1,T27-2,10000,minor_type_scaled_T27-C-6,2
2022,T27-D-1,T27-6,10000,minor_type_scaled_T27-C-1,2
2023,T27-B-5,T27-5,2500,minor_type_scaled_T27-C-5,2
2024,M5-B-12,M5-12,2500,minor_type_M5-12,2
2025,T3-10,T3-10,500,minor_type_T3-10,2
2026,T15-1,T15-1,500,minor_type_T15-1,2
2027,M4-E-24,M4-24,20000,minor_type_M4-24,2
2028,L2-E-10,L2-10,20000,minor_type_L2-10,2
2029,T4-1,T4-1,500,minor_type_T4-1,2
2030,T18-B-6,T18-6,2500,minor_type_scaled_T18-C-4,2
2031,M3-D-15,M3-15,10000,minor_type_M3-15,2
2032,F5-D-3,F5-3,10000,minor_type_F5-3,2
2033,M4-B-32,M4-32,2500,minor_type_M4-32,2
2034,L7-2,L7-2,500,minor_type_L7-2,2
2035,T2-B-6,T2-6,2500,minor_type_scaled_T2-C-6,2
2036,V1-12,V1-12,500,minor_type_V1-12,2
2037,M4-D-36,M4-36,10000,minor_type_M4-36,2
2038,M2-C-6,M2-6,5000,minor_type_M2-6,2
2039,T13-18,T13-18,500,minor_type_T13-18,2
2040,M5-C-9,M5-9,5000,minor_type_M5-9,2
2041,T25-D-2,T25-3,10000,minor_type_scaled_T25-C-2,2
2042,T25-D-2,T25-2,10000,,2
2043,M4-D-10,M4-10,10000,minor_type_M4-10,2
2044,T1-10,T1-10,500,minor_type_T1-10,2
2045,T5-D-1,T5-2,10000,,2
2046,T5-D-1,T5-4,10000,minor_type_scaled_T5-C-1,2
2047,T5-D-1,T5-1,10000,,2
2048,T38-E-1,T38-1,20000,minor_type_scaled_T38-C-1,2
2049,T7-11,T7-11,500,minor_type_T7-11,2
2050,T14-C-2,T14-3-2,5000,,2
2051,T14-C-2,T14-2,5000,minor_type_scaled_T14-C-2,2
2052,F5-4,F5-4,500,minor_type_F5-4,2
2053,T35-C-3,T35-4,5000,minor_type_scaled_T35-C-3,2
2054,M6-E-2,M6-2,20000,minor_type_M6-2,2
2055,V1-B-18,V1-29,2500,,2
2056,V1-B-18,V1-27,2500,minor_type_scaled_V1-C-8,2
2057,V1-B-18,V1-31,2500,,2
2058,V1-B-18,V1-28,2500,,2
2059,T37-B-3,T37-3,2500,minor_type_scaled_T37-C-3,2
2060,L2-B-15,L2-15,2500,minor_type_L2-15,2
2061,V10-1,V10-1,500,minor_type_V10-1,2
2062,M3-D-8,M3-8,10000,minor_type_M3-8,2
2063,M3-D-2,M3-2,10000,minor_type_M3-2,2
2064,M5-E-1,M5-1,20000,minor_type_M5-1,2
2065,M2-B-2,M2-2,2500,minor_type_M2-2,2
2066,M2-E-14,M2-14,20000,minor_type_M2-14,2
2067,T3-B-11,T3-11,2500,minor_type_scaled_T3-C-11,2
2068,T4-17,T4-17,500,minor_type_T4-17,2
2069,V1-B-12,V1-23,2500,,2
2070,V1-B-12,V1-24,2500,minor_type_scaled_V1-C-6,2
2071,T4-B-5,T4-5,2500,minor_type_T4-5,2
2072,V6-5,V6-5,500,minor_type_V6-5,2
2073,T39-B-8,T39-7,2500,minor_type_scaled_T39-C-4,2
2074,T39-B-8,T39-8,2500,,2
2075,T39-C-3,T39-5,5000,minor_type_scaled_T39-C-3,2
2076,T39-C-3,T39-6,5000,,2
2077,V3-D-1,V3-5,10000,minor_type_scaled_V3-C-1,2
2078,V3-D-1,V3-7,10000,,2
2079,V3-D-1,V3-2,10000,,2
2080,V3-D-1,V3-4,10000,,2
2081,V3-D-1,V3-1,10000,,2
2082,V3-D-1,V3-3,10000,,2
2083,M14-C-2,M14-2,5000,minor_type_M14-2,2
2084,M1-E-7,M1-7,20000,minor_type_M1-7,2
2085,M4-C-3,M4-3,5000,minor_type_M4-3,2
2086,T32-C-4,T32-4,5000,minor_type_scaled_T32-C-4,2
2087,T32-C-4,T32-5,5000,minor_type_scaled_T32-C-6,2
2088,M1-D-8,M1-8,10000,minor_type_M1-8,2
2089,T23-D-1,T23-1,10000,minor_type_scaled_T23-C-1,2
2090,T1-B-11,T1-10,2500,,2
2091,T1-B-11,T1-27,2500,minor_type_scaled_T1-C-5,2
2092,T1-B-11,T1-66,2500,,2
2093,T1-B-11,T1-37,2500,,2
2094,T1-B-11,T1-50,2500,,2
2095,T1-B-11,T1-74,2500,,2
2096,T1-B-11,T1-73,2500,,2
2097,T1-B-11,T1-65,2500,,2
2098,T1-B-11,T1-9,2500,,2
2099,T1-B-11,T1-49,2500,,2
2100,M2-B-16,M2-16,2500,minor_type_M2-16,2
2101,T32-D-1,T32-1,10000,minor_type_scaled_T32-C-11,2
2102,T32-D-1,T32-13,10000,minor_type_scaled_T32-C-1,2
2103,T37-D-2,T37-2,10000,minor_type_scaled_T37-C-2,2
2104,M1-15,M1-15,500,minor_type_M1-15,2
2105,M4-E-40,M4-40,20000,minor_type_M4-40,2
2106,M1-C-13,M1-13,5000,minor_type_M1-13,2
2107,M4-C-41,M4-41,5000,minor_type_M4-41,2
2108,T2-5,T2-5,500,minor_type_T2-5,2
2109,F2-6,F2-6,500,minor_type_F2-6,2
2110,M4-D-43,M4-43,10000,minor_type_M4-43,2
2111,M9-D-7,M9-7,10000,minor_type_M9-7,2
2112,T34-B-10,T34-10,2500,,2
2113,T34-B-10,T34-9,2500,minor_type_scaled_T34-C-6,2
2114,T7-E-6,T7-10,20000,minor_type_scaled_T7-C-10,2
2115,T25-D-1,T25-1,10000,minor_type_scaled_T25-C-1,2
2116,L2-B-3,L2-3,2500,minor_type_L2-3,2
2117,M4-C-37,M4-37,5000,minor_type_M4-37,2
2118,L2-2,L2-2,500,minor_type_L2-2,2
2119,F2-D-9,F2-9,10000,minor_type_F2-9,2
2120,T32-C-2,T32-2,5000,minor_type_scaled_T32-C-2,2
2121,T5-C-4,T5-7,5000,minor_type_scaled_T5-C-4,2
2122,M1-E-5,M1-5,20000,minor_type_M1-5,2
2123,M5-B-33,M5-33,2500,minor_type_M5-33,2
2124,T4-B-10,T4-10,2500,minor_type_T4-10,2
2125,M2-D-16,M2-16,10000,minor_type_M2-16,2
2126,M5-C-8,M5-8,5000,minor_type_M5-8,2
2127,L2-E-2,L2-2,20000,minor_type_L2-2,2
2128,T2-2,T2-2,500,minor_type_T2-2,2
2129,T5-2,T5-2,500,minor_type_T5-2,2
2130,M2-B-15,M2-15,2500,minor_type_M2-15,2
2131,T1-B-2,T1-3,2500,minor_type_scaled_T1-C-2,2
2132,T1-B-2,T1-4,2500,,2
2133,T1-B-2,T1-44,2500,,2
2134,T1-B-2,T1-34,2500,,2
2135,T1-B-2,T1-23,2500,,2
2136,T1-B-2,T1-22,2500,,2
2137,T1-B-2,T1-43,2500,,2
2138,T7-B-13,T7-13,2500,minor_type_scaled_T7-C-13,2
2139,F2-E-2,F2-2,20000,minor_type_F2-2,2
2140,T45-B-4,T45-4,2500,minor_type_scaled_T45-C-3,2
2141,T10-2,T10-2,500,minor_type_T10-2,2
2142,T8-2,T8-2,500,minor_type_T8-2,2
2143,T7-2,T7-2,500,minor_type_T7-2,2
2144,M5-D-13,M5-13,10000,minor_type_M5-13,2
2145,T31-B-4,T31-4,2500,minor_type_scaled_T31-C-4,2
2146,M10-E-4,M10-4,20000,minor_type_M10-4,2
2147,T4-D-2,T4-6,10000,,2
2148,T4-D-2,T4-2,10000,,2
2149,T4-D-2,T4-17,10000,,2
2150,V9-C-1,V9-1,5000,minor_type_scaled_V9-C-1,2
2151,T8-E-1,T8-2,20000,,2
2152,T8-E-1,T8-4,20000,minor_type_scaled_T8-C-1,2
2153,T8-E-1,T8-3,20000,minor_type_scaled_T8-C-2,2
2154,T8-E-1,T8-1,20000,,2
2155,L2-B-8,L2-8,2500,minor_type_L2-8,2
2156,T31-D-3,T31-13,10000,minor_type_scaled_T31-C-13,2
2157,T31-D-3,T31-4,10000,minor_type_scaled_T31-C-4,2
2158,M14-D-1,M14-1,10000,minor_type_M14-1,2
2159,L2-D-2,L2-2,10000,minor_type_L2-2,2
2160,M5-C-13,M5-13,5000,minor_type_M5-13,2
2161,T4-E-2,T4-6,20000,,2
2162,T4-E-2,T4-2,20000,,2
2163,T4-E-2,T4-17,20000,,2
2164,L8-C-1,L8-1,5000,minor_type_L8-1,2
2165,T4-B-14,T4-14,2500,minor_type_T4-14,2
2166,F2-E-10,F2-10,20000,minor_type_F2-10,2
2167,L2-E-18,L2-18,20000,minor_type_L2-18,2
2168,M4-41,M4-41,500,minor_type_M4-41,2
2169,M11-E-5,M11-5,20000,minor_type_M11-5,2
2170,T12-B-6,T21-5,2500,minor_type_scaled_T21-C-3,2
2171,T12-B-6,T21-6,2500,,2
2172,T39-D-2,T39-3,10000,minor_type_scaled_T39-C-2,2
